age,industry,title,annual_salary,bonus_salary,currency,country,state,city,overall_experience,field_experience,education,gender,fixed_country,exchange_rate,annual_salary_usd,bonus_salary_usd,total_salary_usd
35-44,Retail,Lead Instructional Designer,91000.0,10900.0,USD,USA,Maryland,Baltimore,11 - 20 years,11 - 20 years,Master's degree,Woman,united states,1.0,91000.0,10900.0,101900.0
25-34,Social Work,Social worker ,50000.0,0.0,USD,United States ,Maryland,Baltimore,5-7 years,2 - 4 years,College degree,Woman,united states,1.0,50000.0,0.0,50000.0
55-64,Computing or Tech,"Director, Client Support ",50000.0,0.0,USD,United States,Maine,Lewiston ,11 - 20 years,2 - 4 years,Some college,Woman,united states,1.0,50000.0,0.0,0.0
35-44,Education (Higher Education),Director,70000.0,0.0,USD,USA,Tennessee,Memphis,11 - 20 years,11 - 20 years,Master's degree,Woman,united states,1.0,70000.0,0.0,70000.0
25-34,Engineering or Manufacturing,Project manager,190000.0,0.0,AUD,Australia,,Sydney,8 - 10 years,5-7 years,College degree,Woman,australia,0.671307,127548.33,0.0,127548.33
35-44,Computing or Tech,Learning Advisor,138000.0,5000.0,USD,United States,California,Sam Francisco,11 - 20 years,11 - 20 years,College degree,Woman,united states,1.0,138000.0,5000.0,143000.0
35-44,Utilities & Telecommunications,Senior Analyst,81000.0,4000.0,USD,United States,Colorado,Louisville,11 - 20 years,8 - 10 years,Some college,Woman,united states,1.0,81000.0,4000.0,85000.0
25-34,Education (Higher Education),Student Services Professional III,56000.0,0.0,USD,USA,California,Sacramento,5-7 years,5-7 years,College degree,Woman,united states,1.0,56000.0,0.0,56000.0
35-44,Insurance,Telephone Claims Adjuster,53000.0,3000.0,USD,US,Virginia,Waynesboro,11 - 20 years,11 - 20 years,Some college,Woman,united states,1.0,53000.0,3000.0,56000.0
35-44,"Marketing, Advertising & PR",Group Product Manager,142000.0,156000.0,USD,US,New Jersey,Somerset,8 - 10 years,5-7 years,PhD,Woman,united states,1.0,142000.0,156000.0,298000.0
35-44,Social Work,Clinician ,65000.0,0.0,CAD,Canada,,Sault Ste. Marie,11 - 20 years,11 - 20 years,College degree,Woman,canada,0.750496,48782.240000000005,0.0,48782.240000000005
35-44,Education (Higher Education),Associate Executive Director,94500.0,0.0,USD,United States,Idaho,Boise,11 - 20 years,2 - 4 years,Master's degree,Woman,united states,1.0,94500.0,0.0,94500.0
25-34,Education (Higher Education),Director,72500.0,0.0,USD,Usa,Kentucky,Berea,11 - 20 years,5-7 years,Master's degree,Woman,united states,1.0,72500.0,0.0,0.0
25-34,Engineering or Manufacturing,Project Accountant,58150.0,3500.0,USD,USA,Virginia,Richmond,8 - 10 years,5-7 years,College degree,Woman,united states,1.0,58150.0,3500.0,61650.0
55-64,Engineering or Manufacturing,Executive Assistant ,63000.0,3500.0,CAD,Canada,,Chilliwack ,21 - 30 years,21 - 30 years,College degree,Woman,canada,0.750496,47281.24800000001,2626.7360000000003,49907.984000000004
35-44,Education (Higher Education),"Director, Data Management (non-academic)",54000.0,0.0,USD,USA,North Carolina,Winston-Salem,11 - 20 years,11 - 20 years,College degree,Woman,united states,1.0,54000.0,0.0,54000.0
35-44,Nonprofits,Director of Development,57500.0,0.0,USD,United States,Wisconsin,Milwaukee,11 - 20 years,11 - 20 years,College degree,Woman,united states,1.0,57500.0,0.0,57500.0
35-44,"Accounting, Banking & Finance",Director of Operations ,140000.0,10000.0,USD,USA ,Iowa,Davenport ,11 - 20 years,11 - 20 years,Master's degree,Woman,united states,1.0,140000.0,10000.0,150000.0
35-44,Education (Primary/Secondary),Teacher/department chair,61000.0,0.0,USD,US,Virginia,Richmond,21 - 30 years,11 - 20 years,College degree,Woman,united states,1.0,61000.0,0.0,0.0
25-34,Business or Consulting,Consultant,163000.0,5000.0,USD,USA,New York,New York,11 - 20 years,8 - 10 years,College degree,Woman,united states,1.0,163000.0,5000.0,168000.0
35-44,Sales,HR Manager,57000.0,3000.0,USD,United States,Pennsylvania,Horsham,11 - 20 years,5-7 years,College degree,Woman,united states,1.0,57000.0,3000.0,60000.0
25-34,Computing or Tech,Customer success manager,52000.0,0.0,CAD,Canada,,Saskatoon,8 - 10 years,2 - 4 years,College degree,Woman,canada,0.750496,39025.792,0.0,0.0
35-44,Education (Primary/Secondary),High School Teacher,81000.0,0.0,USD,United States,New Jersey,"Warren, NJ",11 - 20 years,11 - 20 years,Master's degree,Woman,united states,1.0,81000.0,0.0,0.0
18-24,Graduate assistant and also events ,Student supervisor/graduate assistant ,24000.0,0.0,USD,United States,New Hampshire,Durham,8 - 10 years,5-7 years,Master's degree,Woman,united states,1.0,24000.0,0.0,0.0
35-44,Health care,Chief Therapist  - Radiation Therapist,68600.0,0.0,USD,USA,Minnesota,Minneapolis,8 - 10 years,5-7 years,College degree,Woman,united states,1.0,68600.0,0.0,0.0
35-44,"Marketing, Advertising & PR",Senior Manager,90000.0,0.0,USD,U. S.,Missouri,St. Louis,21 - 30 years,11 - 20 years,College degree,Woman,united states,1.0,90000.0,0.0,90000.0
35-44,Media & Digital,"Director, Software Engineering ",180000.0,0.0,USD,United States,New York,New York,21 - 30 years,21 - 30 years,College degree,Man,united states,1.0,180000.0,0.0,0.0
25-34,"Accounting, Banking & Finance","Associate Manager, Accounting",101250.0,20000.0,USD,USA,New Jersey,Newark,5-7 years,5-7 years,College degree,Woman,united states,1.0,101250.0,20000.0,121250.0
45-54,Education (Primary/Secondary),History Teacher,56000.0,2000.0,USD,USA,Utah,Sandy,11 - 20 years,11 - 20 years,College degree,Woman,united states,1.0,56000.0,2000.0,58000.0
25-34,Computing or Tech,Sr UX Researcher,150000.0,65000.0,USD,United States,California,Los Angeles,5-7 years,5-7 years,College degree,Woman,united states,1.0,150000.0,65000.0,215000.0
35-44,Nonprofits,Senior Systems Administrator,112000.0,0.0,USD,United States,Massachusetts,Cambridge,11 - 20 years,11 - 20 years,College degree,Woman,united states,1.0,112000.0,0.0,112000.0
25-34,Computing or Tech,Senior Dat Scientist,125000.0,55000.0,USD,United States,New York,New York City,5-7 years,2 - 4 years,College degree,Woman,united states,1.0,125000.0,55000.0,180000.0
35-44,Insurance,Senior account exec,65000.0,0.0,CAD,Canada,,Regina,5-7 years,2 - 4 years,College degree,Woman,canada,0.750496,48782.240000000005,0.0,0.0
25-34,"Accounting, Banking & Finance",Loan Partner,42000.0,5400.0,USD,USA,Florida,Orlando,5-7 years,1 year or less,College degree,Man,united states,1.0,42000.0,5400.0,47400.0
35-44,Health care,Registered Nurse,111000.0,30000.0,CAD,Canada,,Edmonton,11 - 20 years,11 - 20 years,College degree,Woman,canada,0.750496,83305.05600000001,22514.88,105819.936
18-24,Health care,Product manager,84500.0,6000.0,USD,USA,California,San Diego ,2 - 4 years,1 year or less,College degree,Woman,united states,1.0,84500.0,6000.0,90500.0
35-44,Nonprofits,Marketing coordinator,54000.0,0.0,CAD,Canada,,Hamilton,11 - 20 years,5-7 years,College degree,Woman,canada,0.750496,40526.784,0.0,0.0
35-44,Entertainment,Broadway wardrobe - Dresser,71000.0,22000.0,USD,usa,New York,New York,11 - 20 years,5-7 years,College degree,Woman,united states,1.0,71000.0,22000.0,93000.0
35-44,Insurance,Account executive ,90000.0,0.0,USD,USA ,Colorado,Denver ,11 - 20 years,8 - 10 years,Some college,Woman,united states,1.0,90000.0,0.0,0.0
18-24,Social Work,case worker,72000.0,0.0,AUD,australia,,sydney,1 year or less,1 year or less,College degree,Woman,australia,0.671307,48334.104,0.0,0.0
25-34,"Accounting, Banking & Finance",Accountant - tax staff,56650.0,0.0,USD,United States,Michigan,Detroit,2 - 4 years,2 - 4 years,College degree,Woman,united states,1.0,56650.0,0.0,0.0
25-34,Computing or Tech,Software developer,80000.0,20000.0,CAD,Canada,,Toronto,2 - 4 years,2 - 4 years,College degree,Man,canada,0.750496,60039.68000000001,15009.920000000002,75049.6
25-34,Engineering or Manufacturing,Operations manager,92000.0,2000.0,USD,USA ,Virginia,Alexandria ,5-7 years,2 - 4 years,College degree,Woman,united states,1.0,92000.0,2000.0,94000.0
55-64,Education (Higher Education),Professor of CIS,64500.0,0.0,USD,USA,Illinois,Rural NW IL,21 - 30 years,11 - 20 years,Master's degree,Woman,united states,1.0,64500.0,0.0,0.0
25-34,Computing or Tech,Software engineer,145000.0,0.0,CAD,Canada,,Toronto,8 - 10 years,5-7 years,College degree,Man,canada,0.750496,108821.92000000001,0.0,0.0
25-34,"Marketing, Advertising & PR",Marketing operations manager,134000.0,4000.0,USD,United states,Massachusetts,Boston,8 - 10 years,8 - 10 years,College degree,Woman,united states,1.0,134000.0,4000.0,138000.0
18-24,Art & Design,User Experience Designer,103500.0,3500.0,USD,United States,California,Redwood City,2 - 4 years,2 - 4 years,College degree,Woman,united states,1.0,103500.0,3500.0,107000.0
35-44,Nonprofits,Executive Administrative Assistant,45000.0,0.0,USD,USA,Pennsylvania,Pittsburgh,21 - 30 years,11 - 20 years,Master's degree,Woman,united states,1.0,45000.0,0.0,45000.0
25-34,Media & Digital,Editorial Assistant,65520.0,0.0,USD,US,Washington,Seattle,8 - 10 years,8 - 10 years,Master's degree,Woman,united states,1.0,65520.0,0.0,65520.0
25-34,Recruitment or HR,Healthcare Recruiter,45000.0,10000.0,USD,United States,Arizona,Phoenix,5-7 years,1 year or less,College degree,Woman,united states,1.0,45000.0,10000.0,55000.0
25-34,Sales,Account manager ,70000.0,10000.0,USD,United States ,Massachusetts,Boston ,2 - 4 years,1 year or less,College degree,Woman,united states,1.0,70000.0,10000.0,80000.0
35-44,Law Enforcement & Security,Detentions crew leader,41000.0,0.0,USD,USA,Colorado,Aurora,8 - 10 years,1 year or less,College degree,Woman,united states,1.0,41000.0,0.0,41000.0
25-34,Engineering or Manufacturing,Aerospace Engineer,108000.0,0.0,USD,USA ,New Mexico,Albuquerque,11 - 20 years,11 - 20 years,Master's degree,Woman,united states,1.0,108000.0,0.0,108000.0
45-54,Haz/Ind/Rad Waste Management ,Lab Manager,100000.0,500.0,USD,US,Texas,Midland,21 - 30 years,21 - 30 years,College degree,Woman,united states,1.0,100000.0,500.0,100500.0
45-54,Health care,Occupational Therapist,98000.0,2000.0,USD,US,Colorado,Aurora,21 - 30 years,21 - 30 years,Master's degree,Woman,united states,1.0,98000.0,2000.0,100000.0
25-34,"Accounting, Banking & Finance",Accountant ,95400.0,5000.0,USD,United States ,Nevada,Elko,2 - 4 years,2 - 4 years,College degree,Woman,united states,1.0,95400.0,5000.0,100400.0
25-34,"Marketing, Advertising & PR",Marketing & Communications Manager,43000.0,0.0,USD,United States,North Carolina,Greensboro,5-7 years,2 - 4 years,College degree,Woman,united states,1.0,43000.0,0.0,43000.0
55-64,Government and Public Administration,Regional Director,64500.0,4500.0,USD,United States,Montana,Missoula,31 - 40 years,11 - 20 years,College degree,Woman,united states,1.0,64500.0,4500.0,69000.0
18-24,Computing or Tech,IT Intern,43680.0,0.0,USD,United States,Nebraska,Omaha,5-7 years,1 year or less,Some college,Man,united states,1.0,43680.0,0.0,43680.0
18-24,Hospitality & Events,server,6000.0,50000.0,USD,usa,Virginia,middleburg,1 year or less,8 - 10 years,College degree,Woman,united states,1.0,6000.0,50000.0,56000.0
25-34,Hospitality & Events,Sales Manager ,50000.0,10600.0,USD,United States,Florida,Orlando ,8 - 10 years,2 - 4 years,College degree,Woman,united states,1.0,50000.0,10600.0,60600.0
25-34,Social Work,Family Services Worker,51000.0,1000.0,USD,Us,Alaska,Anchorage ,2 - 4 years,2 - 4 years,Master's degree,Woman,united states,1.0,51000.0,1000.0,52000.0
35-44,"Accounting, Banking & Finance",CCO,110000.0,25000.0,USD,Us,New York,Rochester,11 - 20 years,11 - 20 years,College degree,Woman,united states,1.0,110000.0,25000.0,135000.0
35-44,Insurance,Commercial lines account manager ,67000.0,1500.0,USD,U.S.,Alabama,Mobile,21 - 30 years,21 - 30 years,High School,Woman,united states,1.0,67000.0,1500.0,68500.0
35-44,Retail,Bookstore manager ,45760.0,0.0,CAD,Canada,,Nelson ,11 - 20 years,11 - 20 years,Some college,Woman,canada,0.750496,34342.69696,0.0,0.0
25-34,"Marketing, Advertising & PR",Senior Marketing Content Producer,72000.0,1500.0,USD,U.S.,Illinois,Chicago,8 - 10 years,5-7 years,Master's degree,Woman,united states,1.0,72000.0,1500.0,73500.0
25-34,Computing or Tech,Product Marketing Lead,70000.0,14000.0,CAD,Canada,,Toronto,2 - 4 years,2 - 4 years,College degree,Woman,canada,0.750496,52534.72,10506.944000000001,63041.664000000004
35-44,Education (Higher Education),Academic librarian,78000.0,0.0,USD,US,Michigan,Ann Arbor,11 - 20 years,11 - 20 years,Master's degree,Woman,united states,1.0,78000.0,0.0,78000.0
35-44,Computing or Tech,Business Analyst,124800.0,0.0,USD,United States,Washington,Bothell,11 - 20 years,8 - 10 years,College degree,Woman,united states,1.0,124800.0,0.0,124800.0
35-44,"Marketing, Advertising & PR",Director of product marketing,200000.0,100000.0,USD,USA ,Washington,Seattle,11 - 20 years,11 - 20 years,College degree,Woman,united states,1.0,200000.0,100000.0,300000.0
25-34,Education (Primary/Secondary),School Psychologist,48000.0,0.0,USD,US,South Carolina,Charleston,5-7 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,united states,1.0,48000.0,0.0,0.0
35-44,Entertainment,Assistant Theatre Manager,30000.0,0.0,USD,United States,Wisconsin,Racine,11 - 20 years,5-7 years,College degree,Woman,united states,1.0,30000.0,0.0,0.0
35-44,Education (Higher Education),Extension outreach professional II,52000.0,0.0,USD,United states,Arizona,Tucson,11 - 20 years,11 - 20 years,Master's degree,Woman,united states,1.0,52000.0,0.0,52000.0
35-44,Health care,LPN,43000.0,0.0,USD,United States,Wisconsin,Racine,11 - 20 years,8 - 10 years,College degree,Woman,united states,1.0,43000.0,0.0,0.0
45-54,Computing or Tech,Helpdesk Manager,85000.0,5000.0,USD,USA,Colorado,Denver,21 - 30 years,11 - 20 years,Master's degree,Man,united states,1.0,85000.0,5000.0,90000.0
25-34,Insurance,Executive Production Asisstant ,56000.0,5000.0,USD,USA,Illinois,Chicago ,8 - 10 years,8 - 10 years,College degree,Woman,united states,1.0,56000.0,5000.0,61000.0
25-34,Engineering or Manufacturing,Mechanical Engineer,97500.0,4000.0,USD,United States,Alabama,Huntsville,8 - 10 years,5-7 years,College degree,Man,united states,1.0,97500.0,4000.0,101500.0
35-44,"Accounting, Banking & Finance",Senior Financial Analyst,90000.0,250.0,USD,USA,Michigan,Grand Rapids,21 - 30 years,11 - 20 years,College degree,Woman,united states,1.0,90000.0,250.0,90250.0
35-44,Nonprofits,Department research administrator,105000.0,0.0,USD,US,New York,NYC,11 - 20 years,11 - 20 years,Master's degree,Woman,united states,1.0,105000.0,0.0,0.0
25-34,Health care,Office Manager,52000.0,0.0,USD,USA,Washington,Seattle,2 - 4 years,2 - 4 years,College degree,Woman,united states,1.0,52000.0,0.0,0.0
25-34,Health care,Study Operations Manager,115000.0,0.0,USD,US,Pennsylvania,"Lawrenceville, NJ",11 - 20 years,5-7 years,College degree,Woman,united states,1.0,115000.0,0.0,0.0
35-44,Engineering or Manufacturing,Demand Planning Team Leader,110000.0,11000.0,USD,USA ,Georgia,Atlanta,21 - 30 years,5-7 years,Master's degree,Woman,united states,1.0,110000.0,11000.0,121000.0
35-44,Education (Higher Education),Coordinator,48000.0,0.0,USD,United States,Texas,Waco,8 - 10 years,5-7 years,High School,Woman,united states,1.0,48000.0,0.0,48000.0
25-34,Retail,Cheesemonger,39000.0,13000.0,USD,United States,Washington,Seattle,11 - 20 years,8 - 10 years,College degree,Woman,united states,1.0,39000.0,13000.0,52000.0
25-34,"Accounting, Banking & Finance",Financial Analyst,76000.0,0.0,USD,United States of America,Illinois,Chicago,2 - 4 years,2 - 4 years,College degree,Woman,united states,1.0,76000.0,0.0,76000.0
25-34,Education (Higher Education),Assistant Director,53000.0,0.0,USD,United States,Illinois,Chicago,5-7 years,5-7 years,College degree,Woman,united states,1.0,53000.0,0.0,0.0
35-44,Property or Construction,Senior material coordinator ,98004.0,40000.0,USD,USA,Pennsylvania,Pittsburgh ,11 - 20 years,11 - 20 years,Master's degree,Man,united states,1.0,98004.0,40000.0,138004.0
35-44,Government and Public Administration,Aviation Security Officer,61256.0,0.0,AUD,New Zealand ,,Invercargill ,11 - 20 years,1 year or less,Some college,Woman,new zealand,0.671307,41121.581592,0.0,0.0
35-44,Government and Public Administration,Cyber Policy Advisor ,118000.0,0.0,USD,USA,District of Columbia,Washington DC,11 - 20 years,11 - 20 years,Master's degree,Woman,united states,1.0,118000.0,0.0,118000.0
25-34,Nonprofits,Lead curator ,130000.0,0.0,USD,USA ,District of Columbia,Washington ,11 - 20 years,8 - 10 years,College degree,Woman,united states,1.0,130000.0,0.0,0.0
45-54,Education (Higher Education),Lab Manager (research lab),84000.0,0.0,USD,USA,Massachusetts,Cambridge,21 - 30 years,11 - 20 years,Master's degree,Woman,united states,1.0,84000.0,0.0,84000.0
25-34,Art & Design,UI/UX designer,76000.0,2000.0,USD,usa,Minnesota,Minneapollis,8 - 10 years,5-7 years,Master's degree,Woman,united states,1.0,76000.0,2000.0,78000.0
35-44,Agriculture or Forestry,Technical Marketing Specialist,121000.0,15000.0,CAD,Canada,,Saskatoon,8 - 10 years,8 - 10 years,Master's degree,Woman,canada,0.750496,90810.016,11257.44,102067.456
35-44,,Associate Director of Customer Service,47000.0,0.0,USD,USA,Tennessee,Murfreesboro,11 - 20 years,8 - 10 years,,Woman,united states,1.0,47000.0,0.0,47000.0
18-24,Engineering or Manufacturing,Rail engineering level 3 apprenticeship ,23000.0,5000.0,GBP,England ,,Ashford ,2 - 4 years,2 - 4 years,High School,Woman,united kingdom,1.19112,27395.76,5955.599999999999,33351.36
25-34,Nonprofits,Kitchen Coordinator,30000.0,0.0,USD,United States,Oregon,Eugene,2 - 4 years,1 year or less,College degree,Woman,united states,1.0,30000.0,0.0,0.0
35-44,Government and Public Administration,Manager,123000.0,0.0,USD,USA,District of Columbia,Washington ,11 - 20 years,5-7 years,Master's degree,Woman,united states,1.0,123000.0,0.0,0.0
55-64,Sales,System Integrator,76000.0,0.0,USD,USA ,Georgia,Atlanta,21 - 30 years,11 - 20 years,Some college,Man,united states,1.0,76000.0,0.0,76000.0
25-34,"Marketing, Advertising & PR",Head of insights,42000.0,0.0,USD,Philippines,,Manila,8 - 10 years,8 - 10 years,College degree,Woman,philippines,1.0,42000.0,0.0,0.0
35-44,Property or Construction,Commercial Property Manager,80000.0,10000.0,USD,US,California,Tustin,11 - 20 years,8 - 10 years,College degree,Woman,united states,1.0,80000.0,10000.0,90000.0
35-44,Computing or Tech,Engineering manager,185000.0,18500.0,USD,Usa,California,Los Angeles ,11 - 20 years,11 - 20 years,Master's degree,Woman,united states,1.0,185000.0,18500.0,203500.0
25-34,Health care,Behavior Specialist,38480.0,8000.0,USD,USA,Virginia,Berryville,8 - 10 years,2 - 4 years,College degree,Woman,united states,1.0,38480.0,8000.0,46480.0
25-34,Education (Higher Education),Assistant Director,64000.0,0.0,USD,United States,District of Columbia,Washington,5-7 years,5-7 years,College degree,Woman,united states,1.0,64000.0,0.0,0.0
35-44,"Leisure, Sport & Tourism",Pilates teacher,56000.0,0.0,AUD,New Zealand ,,Auckland ,11 - 20 years,11 - 20 years,Master's degree,Woman,new zealand,0.671307,37593.192,0.0,37593.192
45-54,Health care,MRI Technologist,136000.0,400.0,USD,USA,California,Santa Cruz,11 - 20 years,11 - 20 years,College degree,Woman,united states,1.0,136000.0,400.0,136400.0
25-34,"Accounting, Banking & Finance",Financial analysts ,62000.0,1000.0,USD,USA ,Wisconsin,Appleton ,8 - 10 years,8 - 10 years,College degree,Woman,united states,1.0,62000.0,1000.0,63000.0
35-44,Biotech,Marketing Director,95000.0,10000.0,USD,US,Connecticut,New haven,8 - 10 years,5-7 years,Master's degree,Woman,united states,1.0,95000.0,10000.0,105000.0
35-44,Government and Public Administration,Analytical Assistant Team Supervisor,65877.0,0.0,CAD,Canada,,"Surrey, BC",8 - 10 years,8 - 10 years,College degree,Woman,canada,0.750496,49440.424992,0.0,49440.424992
25-34,Agriculture or Forestry,Agronomy research associate ,36000.0,0.0,USD,United States ,Montana,Montana ,2 - 4 years,1 year or less,Master's degree,Woman,united states,1.0,36000.0,0.0,0.0
25-34,Computing or Tech,Product Manager,70200.0,2500.0,USD,USA,Texas,Houston,11 - 20 years,11 - 20 years,College degree,Woman,united states,1.0,70200.0,2500.0,72700.0
18-24,Health care,Optometric Technician,37440.0,3600.0,USD,United States ,Arizona,Chandler,5-7 years,2 - 4 years,High School,Woman,united states,1.0,37440.0,3600.0,41040.0
35-44,Engineering or Manufacturing,Assistant Customer Service Manager,40000.0,14000.0,USD,United States,California,Riverside,11 - 20 years,11 - 20 years,Some college,Woman,united states,1.0,40000.0,14000.0,54000.0
25-34,Education (Higher Education),Director of the Multicultural Center,78000.0,0.0,USD,USA,California,Los Angeles ,5-7 years,5-7 years,Master's degree,Woman,united states,1.0,78000.0,0.0,0.0
35-44,Health care,Registered Nurse,110000.0,0.0,CAD,Canada ,,Rural Ontario ,11 - 20 years,2 - 4 years,College degree,Woman,canada,0.750496,82554.56000000001,0.0,82554.56000000001
25-34,Agriculture or Forestry,Human Resources Advisor,85000.0,0.0,USD,United States,Colorado,Loveland,8 - 10 years,5-7 years,Master's degree,Woman,united states,1.0,85000.0,0.0,0.0
35-44,Media & Digital,[radio] Operations Assistant,26500.0,0.0,USD,USA,Arizona,Flagstaff,5-7 years,5-7 years,College degree,Woman,united states,1.0,26500.0,0.0,0.0
25-34,Engineering or Manufacturing,Financial analyst,75000.0,4500.0,USD,United States Of America,Wisconsin,Milwaukee,2 - 4 years,2 - 4 years,College degree,Woman,united states,1.0,75000.0,4500.0,79500.0
35-44,Staffing & workforce solutions ,"Sr Specialist of Controlling, Compliance & Regulatory Affairs ",59900.0,15000.0,USD,US,South Carolina,Greenville ,11 - 20 years,8 - 10 years,College degree,Woman,united states,1.0,59900.0,15000.0,74900.0
25-34,Art & Design,Junior Interior Designer,35000.0,0.0,USD,USA,Georgia,Savannah,5-7 years,5-7 years,College degree,Woman,united states,1.0,35000.0,0.0,35000.0
35-44,Computing or Tech,Director of Customer Marketing,175000.0,28000.0,USD,United States,California,San Francisco,11 - 20 years,8 - 10 years,College degree,Woman,united states,1.0,175000.0,28000.0,203000.0
25-34,Education (Primary/Secondary),High School Teacher,50000.0,0.0,USD,US,Ohio,Cleveland,8 - 10 years,5-7 years,Master's degree,Woman,united states,1.0,50000.0,0.0,0.0
45-54,Education (Primary/Secondary),Media Specialist,43000.0,0.0,USD,United y,Georgia,Atlanta,5-7 years,2 - 4 years,Master's degree,Woman,united y,1.0,43000.0,0.0,43000.0
35-44,Retail,Partner,99000.0,5200.0,USD,Usa,District of Columbia,Washington ,11 - 20 years,11 - 20 years,College degree,Woman,united states,1.0,99000.0,5200.0,104200.0
35-44,Entertainment,Financial controller,60000.0,4000.0,EUR,France,,Paris,11 - 20 years,8 - 10 years,Master's degree,Woman,france,1.03929,62357.4,4157.16,66514.56
35-44,"Accounting, Banking & Finance",Learning Program Manager,155650.0,0.0,USD,United States,California,San Jose,11 - 20 years,5-7 years,College degree,Woman,united states,1.0,155650.0,0.0,155650.0
35-44,Health care,LPN,52000.0,0.0,USD,US,Massachusetts,North Adams,11 - 20 years,11 - 20 years,Some college,Woman,united states,1.0,52000.0,0.0,0.0
25-34,Entertainment,Coordinator,48000.0,0.0,USD,United States,California,Los Angeles,8 - 10 years,2 - 4 years,College degree,Woman,united states,1.0,48000.0,0.0,0.0
25-34,Law,Lawyer,100000.0,0.0,CAD,Canada,,Vancouver ,2 - 4 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,canada,0.750496,75049.6,0.0,0.0
45-54,Business or Consulting,Occupational Hygienist,90000.0,10000.0,AUD,Australia,,Mackay,31 - 40 years,11 - 20 years,Master's degree,Woman,australia,0.671307,60417.63,6713.07,67130.7
35-44,Government and Public Administration,Human Resources Manager,110000.0,0.0,CAD,Canada,,Vancouver,11 - 20 years,11 - 20 years,College degree,Woman,canada,0.750496,82554.56000000001,0.0,82554.56000000001
25-34,Retail,Store Manager,28000.0,6000.0,USD,United states,Colorado,Fort Collins,8 - 10 years,5-7 years,College degree,Woman,united states,1.0,28000.0,6000.0,34000.0
25-34,Agriculture or Forestry,Menu Innovation Manager - Food Scientist,122000.0,10000.0,USD,USA,California,Orange County,8 - 10 years,8 - 10 years,College degree,Woman,united states,1.0,122000.0,10000.0,132000.0
25-34,"Accounting, Banking & Finance",Operations Manager ,65000.0,0.0,USD,U.S.,Delaware,Wilmington ,8 - 10 years,5-7 years,College degree,Woman,united states,1.0,65000.0,0.0,0.0
45-54,Transport or Logistics,Office Manager,74000.0,8000.0,USD,US,Alaska,south central AK,21 - 30 years,21 - 30 years,College degree,Woman,united states,1.0,74000.0,8000.0,82000.0
35-44,Utilities & Telecommunications,Operations Manager ,95000.0,12000.0,CAD,Canada,,Nanaimo ,11 - 20 years,11 - 20 years,Some college,Man,canada,0.750496,71297.12000000001,9005.952000000001,80303.072
35-44,Health care,Clinical Documentation Specialist,160000.0,6000.0,USD,United States,California,San Francisco,11 - 20 years,5-7 years,Master's degree,Woman,united states,1.0,160000.0,6000.0,166000.0
25-34,"Marketing, Advertising & PR",Assistant Director Public Relations,50500.0,0.0,USD,Thailand,,Bangkok,5-7 years,2 - 4 years,College degree,Woman,thailand,1.0,50500.0,0.0,0.0
25-34,Computing or Tech,Software Engineer 2,99000.0,4900.0,USD,United States,Texas,Austin,5-7 years,5-7 years,College degree,Woman,united states,1.0,99000.0,4900.0,103900.0
45-54,Health care,Clinical Research Associate,120000.0,3500.0,AUD,Australia,,Melbourne,31 - 40 years,11 - 20 years,College degree,Woman,australia,0.671307,80556.84,2349.5745,82906.4145
25-34,Computing or Tech,Solution Consultant,50000.0,8000.0,GBP,United Kingdom,,Remote,8 - 10 years,5-7 years,Some college,Man,united kingdom,1.19112,59556.0,9528.96,69084.95999999999
35-44,Business or Consulting,Senior Training Specialist,70000.0,2000.0,USD,USA,Minnesota,St. Paul,11 - 20 years,11 - 20 years,College degree,Woman,united states,1.0,70000.0,2000.0,72000.0
35-44,Health care,Manager,104000.0,7000.0,USD,USA,Washington,Renton,11 - 20 years,11 - 20 years,College degree,Woman,united states,1.0,104000.0,7000.0,111000.0
45-54,Government and Public Administration,Attorney,157000.0,2500.0,USD,usa,California,Ventura,31 - 40 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,united states,1.0,157000.0,2500.0,159500.0
35-44,Health care,PSI Worker,22000.0,0.0,GBP,England ,,Huntingdon,2 - 4 years,2 - 4 years,High School,Woman,united kingdom,1.19112,26204.64,0.0,26204.64
35-44,Pharmaceutical ,Shipper/Receiver,43000.0,2151.0,USD,United States,Connecticut,Branford,21 - 30 years,11 - 20 years,Some college,Woman,united states,1.0,43000.0,2151.0,45151.0
35-44,Pharmaceutical,Shipper/Receiver,43000.0,2151.0,USD,US,Connecticut,Branford,21 - 30 years,11 - 20 years,Some college,Woman,united states,1.0,43000.0,2151.0,45151.0
25-34,"Accounting, Banking & Finance",Accounts Assistant - practice,21736.0,0.0,GBP,"England, UK",,Northampton,11 - 20 years,11 - 20 years,College degree,Woman,united kingdom,1.19112,25890.18432,0.0,0.0
25-34,"Accounting, Banking & Finance",Senior Accounts Assistant ,32727.0,0.0,GBP,Scotland,,Dundee,8 - 10 years,8 - 10 years,Master's degree,Woman,united kingdom,1.19112,38981.78424,0.0,38981.78424
25-34,Government and Public Administration,Program Analyst,88000.0,0.0,USD,USA,California,Oakland,8 - 10 years,5-7 years,College degree,Man,united states,1.0,88000.0,0.0,88000.0
